system:index,NDBI,NDVI,NDWI,SR_B2,SR_B3,SR_B4,SR_B5,ST_B10,date,precipitation,.geo
00000000000000000a46,-0.05596860989321187,0.22080297289081383,-0.17850108148634056,8813.823052646676,9801.475254626304,10016.089728876768,15932.170778941323,40588.8820829149,1365811200000,0.1019605562291807,"{""type"":""Point"",""coordinates"":[2.7524514708563235,50.79947044038412]}"
00000000000000000a5e,-0.08423843603196035,6.20419292377901E-4,0.07434068129193674,38441.40123235651,36641.15354302501,37334.686823816,37383.31811993982,33418.419001218026,1365811200000,0.14837278425693512,"{""type"":""Point"",""coordinates"":[5.381113837367936,50.865371494852994]}"
00000000000000000a87,-0.12911090201888384,0.01277826400932406,0.11423240498218956,37011.87897628687,35620.780508964715,35775.327067669175,35754.58241758242,33899.355841526885,1365811200000,0.14864499866962433,"{""type"":""Point"",""coordinates"":[4.373593331645001,50.43189782234647]}"
00000000000000000ab4,-0.12428717869706919,0.23740822685469332,-0.12097629623612918,7982.698967604133,11981.522677109295,12077.476326094697,19516.282164471348,35587.17828408687,1365811200000,0.1455390751361847,"{""type"":""Point"",""coordinates"":[4.680678243892657,51.14736058637186]}"
00000000000000000ae8,-0.07703726028004015,0.018970396943756438,0.043438840879721635,38179.97856817146,37586.41366469068,38712.907432740525,40180.5655874753,34906.92688858489,1365811200000,0.13770407438278198,"{""type"":""Point"",""coordinates"":[2.024159873100168,47.99377730294966]}"
00000000000000000aff,-0.06827053253366845,0.23628137630997118,-0.17124590441806442,9082.549225159522,10166.544515344878,10164.522941355212,16570.58166210878,43155.083409298066,1365811200000,0.13770407438278198,"{""type"":""Point"",""coordinates"":[2.04333846673104,47.987048519460004]}"
00000000000000000b9a,-0.13285599837233536,0.21386189647496506,-0.08349354834431133,10909.375925925931,14172.866666666672,14151.9349002849,21541.862962962965,34916.93504273504,1365811200000,0.1455390751361847,"{""type"":""Point"",""coordinates"":[4.679871146601983,51.14687900345809]}"
00000000000000000004,-0.03903686837554508,0.1562595115063922,-0.12468327212304602,13060.499083107168,15854.543974180295,16111.926135113326,21870.376146116036,39581.758820509065,1365897600000,0.21451352536678314,"{""type"":""Point"",""coordinates"":[8.747891201256444,49.73546204251613]}"
00000000000000000006,-0.07901167443790265,0.13737482410827567,-0.06571149704466878,9129.926796460175,11614.531044247778,11772.69784070796,15531.724530973448,37994.80233628318,1365897600000,0.1210237517952919,"{""type"":""Point"",""coordinates"":[7.191022823052135,51.40506541355365]}"
00000000000000000a8a,-0.04451064488935809,0.22113185302359414,-0.19419470701547245,9551.570197486535,10474.089910233397,10814.752890484746,17055.628366247758,41230.63597845603,1365897600000,0.10885880887508392,"{""type"":""Point"",""coordinates"":[2.965337873349937,50.75475903412123]}"
00000000000000000a91,-0.2612856759371668,0.22333714264898216,0.049658368408119234,15391.445915009306,16908.968307340107,16596.40857061096,26144.063671483767,31947.6980254686,1365897600000,0.13320302963256836,"{""type"":""Point"",""coordinates"":[3.747887812724422,50.93223125604837]}"
00000000000000000a9d,-0.05797895680120782,0.024749123002864973,0.023043504872988445,29976.17377120486,29180.43772654777,29778.028345657527,31248.68493547919,34605.19754965927,1365897600000,0.15980923175811768,"{""type"":""Point"",""coordinates"":[4.510059660284657,50.29529772067521]}"
00000000000000000b92,-0.25872761207665845,0.22646668236943956,0.0453451165815729,15133.193158233738,16832.143491018396,16463.508480641234,26111.195376798103,31958.336148285976,1365897600000,0.13320302963256836,"{""type"":""Point"",""coordinates"":[3.7470985518379605,50.931740754932484]}"
0000000000000000029b,-0.068645962142451,0.12198837328831129,-0.06709417212891379,17973.327720299672,18434.838744202636,18917.849875133776,24074.460934712806,36039.11922939707,1365984000000,0.18670868873596191,"{""type"":""Point"",""coordinates"":[13.757437066042844,51.042353215664264]}"
00000000000000000c1e,-0.08243128393176,0.26199562943879473,-0.17778329131070364,8667.143601244301,9606.276278665991,9451.660927439772,16537.075670983148,45994.53092671634,1365984000000,0.18937312066555023,"{""type"":""Point"",""coordinates"":[8.232459251387581,50.41779814481547]}"
00000000000000000a65,-0.19673784673887557,0.360547703053438,-0.16234148623503794,8847.807389937105,11454.46154945683,11138.886935391649,23725.36649514008,40490.223627787294,1366070400000,0.1353496015071869,"{""type"":""Point"",""coordinates"":[3.8910338747421402,50.97618907423323]}"
00000000000000000aa0,0.007970587630180907,0.14314995852754883,-0.172720105101636,10425.591675141653,12773.4280110417,13363.767252651463,17848.04329507482,36310.33873311056,1366070400000,0.17492757737636566,"{""type"":""Point"",""coordinates"":[5.27742636057216,50.19284095577019]}"
00000000000000000b93,-0.12902132677421238,0.27969122462390583,-0.16254344325630088,10014.318035599399,12069.777182071626,12238.324755164771,21838.208806919713,40974.79269425977,1366070400000,0.1353496015071869,"{""type"":""Point"",""coordinates"":[3.8902401547546273,50.975698573117356]}"
00000000000000000c66,0.018074190968597154,0.16585934189269402,-0.20599360389655993,9673.446469416365,10799.300671438055,11308.117390983543,15638.474507489114,45470.303401460944,1366070400000,0.21929973363876343,"{""type"":""Point"",""coordinates"":[7.5651859924467795,49.45018213441982]}"
00000000000000000709,-0.06206074552232614,0.19855210619482722,-0.14341591780721263,9011.167844394258,10121.30327092591,10224.704815327457,15378.680046623444,45960.97931084725,1366156800000,0.20497024059295654,"{""type"":""Point"",""coordinates"":[8.335014116515785,50.0637901121824]}"
00000000000000000996,-0.11601254760565656,0.07006685016933814,0.044719621813089666,22521.881598382955,22709.751379926915,22782.665319132397,26211.566119878727,34586.96851434346,1366156800000,0.30934938788414,"{""type"":""Point"",""coordinates"":[9.435609438527297,46.776210842104156]}"
00000000000000000a59,-0.32079074354732245,0.02576088486497905,0.3031871783865765,32247.336252313824,31000.612202762353,30614.669016089993,32233.36209597038,20438.417129431862,1366156800000,0.1363874226808548,"{""type"":""Point"",""coordinates"":[3.894494137159615,51.15602016061765]}"
00000000000000000aed,-0.17786488570281295,0.1104430828273372,0.06855513532066236,22276.544561876926,22019.360092946557,22025.614121879917,27471.11026159958,33118.400944456946,1366156800000,0.1334461122751236,"{""type"":""Point"",""coordinates"":[2.5338217462058727,48.68950854481355]}"
00000000000000000bc1,-0.14923352117153468,0.1584684116860718,-0.006446831666574663,19845.931623294306,20397.89873984043,20371.753784206987,26526.586682574,36871.483931101335,1366243200000,0.11906249076128006,"{""type"":""Point"",""coordinates"":[-0.4507571481896836,48.92569375031142]}"
00000000000000000c1f,-0.08755417349993093,0.05137349517567966,0.021954922173966364,25873.90556234718,24513.453316014668,25148.04454462102,27575.51528117359,33628.04706601466,1366243200000,0.27344149351119995,"{""type"":""Point"",""coordinates"":[9.161566465085674,47.68977362952993]}"
00000000000000000c1b,-0.04909065684818445,0.18020931802733414,-0.13317487587788981,9347.482023289667,10138.872634643381,10173.293085880641,14663.599781659392,45209.306404657924,1366329600000,0.2070164829492569,"{""type"":""Point"",""coordinates"":[8.702417288713404,50.115515684402375]}"
00000000000000000a78,-0.09706977691149775,0.10399202553760913,-0.008670476197645603,20250.964713430276,21329.137082976897,21403.63280581694,26299.467279726254,35798.190903906456,1366416000000,0.1469370424747467,"{""type"":""Point"",""coordinates"":[4.536274715377866,51.10438377041874]}"
00000000000000000b8f,-0.0957525682862861,0.10471455926105312,-0.010659124788858826,20318.47455815279,21264.231399657925,21343.041262827817,26213.346636259983,35927.61986887116,1366416000000,0.1469370424747467,"{""type"":""Point"",""coordinates"":[4.5354720771882455,51.10390218750498]}"
00000000000000000c14,-0.08169160818413344,0.2605538924838708,-0.17712874330135625,8665.792477396024,9604.333960217002,9451.81403254973,16490.29598553346,46006.092802893334,1366416000000,0.18937312066555023,"{""type"":""Point"",""coordinates"":[8.232436955882317,50.4177758493102]}"
00000000000000000005,-0.09277202259877396,0.13287484577057446,-0.0465607824970917,15655.489104489105,16634.055979055982,16835.19034419034,21972.307153307156,30638.190883190877,1366502400000,0.2511136531829834,"{""type"":""Point"",""coordinates"":[11.378524490433682,47.27000277456064]}"
0000000000000000072e,-0.06263994968818017,0.1992278800305229,-0.1429496500662829,9006.875874635569,10129.069387755098,10220.535787172008,15392.956851311954,45962.02871720117,1366502400000,0.20497024059295654,"{""type"":""Point"",""coordinates"":[8.335103298536852,50.06367863465607]}"
00000000000000000aaf,-0.2944943793875983,0.4694094933686985,-0.15619263482092105,8465.719782965656,9982.35032483758,9060.934961090881,25112.58842007567,40162.31448561433,1366502400000,0.1394747793674469,"{""type"":""Point"",""coordinates"":[4.034451941924121,51.019968528375955]}"
00000000000000000ab3,-0.19662830386042474,0.2657417049470099,-0.07990143051978878,8830.92546183589,11832.435128168408,11986.312186739224,20654.313117571248,33988.5700988114,1366502400000,0.1390913724899292,"{""type"":""Point"",""coordinates"":[4.0314598851172585,50.88510747611555]}"
00000000000000000ba2,-0.29725911170499614,0.47018771164929096,-0.15457283279360606,8436.031424082268,9934.142908155973,9023.876446221968,25061.340308527342,40191.70161405512,1366502400000,0.1394747793674469,"{""type"":""Point"",""coordinates"":[4.033658221936607,51.01949140456325]}"
00000000000000000ba3,-0.20825378328888253,0.2611689936174151,-0.06364239576336879,9508.262404238565,12137.501682537406,12314.512851721922,21006.79924106823,34097.18278800029,1366502400000,0.1390913724899292,"{""type"":""Point"",""coordinates"":[4.030670624230798,50.88462143410072]}"
00000000000000000001,-0.07264930501754914,0.26716718807802986,-0.1887402718990278,8665.041640510564,9300.03208481551,9102.334240078117,15923.254934784118,41915.709283671604,1366588800000,0.15581564177023838,"{""type"":""Point"",""coordinates"":[8.49895296674572,52.0754957160403]}"
00000000000000000af4,-0.13509326425164406,0.024404673309696683,0.1184480978345777,32513.555210195056,32286.236226591045,31810.43872872796,33387.40842334292,30666.149584272298,1366675200000,0.24940845370292664,"{""type"":""Point"",""coordinates"":[4.806210856749265,46.7886874068517]}"
00000000000000000c67,-0.001325307901164272,0.1516543890777606,-0.167415469000681,9407.439701094996,10253.47432672388,10620.370375850842,14455.063850251552,46636.32931340633,1366675200000,0.22746801376342773,"{""type"":""Point"",""coordinates"":[8.391283512709215,49.31542364148363]}"
000000000000000009a2,-0.20964446159875819,-0.0066210257093424095,0.21407561550627227,40118.932168872874,38092.047074488924,38243.59551969922,37739.28698989582,31669.964204589964,1366761600000,0.2784627377986908,"{""type"":""Point"",""coordinates"":[7.795841912638376,46.343330230037736]}"
00000000000000000c68,-0.06496592620337802,0.22567414435203675,-0.17390132210736126,9146.193941172152,10384.444216240001,10656.699772610575,16865.72713269273,45802.94234577862,1366761600000,0.21521790325641632,"{""type"":""Point"",""coordinates"":[8.126863279340931,49.72580362963437]}"
00000000000000000c22,-0.06670147810158922,0.025184266605954794,0.03175354191266689,29441.246504164432,28458.438373958892,29021.010697638874,30494.966073202417,33747.7734392909,1366848000000,0.27344149351119995,"{""type"":""Point"",""coordinates"":[9.167920684086832,47.69197196634928]}"
00000000000000000aea,-0.21072681453529007,0.023205830882269553,0.19275887905072522,25909.144065728462,25564.71333279102,25336.401529325638,26534.067518099728,30658.596192955345,1367020800000,0.20051808655261993,"{""type"":""Point"",""coordinates"":[4.724609307471206,44.243321048018444]}"
00000000000000000a71,-0.2692573858154337,0.38733400624107966,-0.10218984079832846,7921.382756885021,8945.761846552097,8423.287337312147,19089.589703027246,40931.9557057597,1367280000000,0.15538664162158966,"{""type"":""Point"",""coordinates"":[5.442716318421292,50.68421159635466]}"
00000000000000000abb,-0.24445186723034418,-0.0015023902043582761,0.24453117141466757,42124.344237435,40431.85694685153,40548.76668110919,40427.935514153665,32335.414139225883,1367366400000,0.16099856793880463,"{""type"":""Point"",""coordinates"":[5.715154015483674,50.49826708242597]}"
00000000000000000707,-0.1965066008589162,0.396871149127996,-0.18456252979537993,8360.37616134149,9799.221617946972,9121.24004834202,21514.481078631314,41943.07493013067,1367452800000,0.23254793882369995,"{""type"":""Point"",""coordinates"":[7.910075163425552,48.29453475080247]}"
00000000000000000a86,-0.3143881794550719,0.28140867979498935,0.056221210086932476,13935.33668049188,14914.170850614859,14326.557083606198,25547.00487520919,34131.48031725241,1367452800000,0.1770959198474884,"{""type"":""Point"",""coordinates"":[5.694749169063106,50.13893042403402]}"
0000000000000000000c,-0.1328260410368383,0.29556867646686386,-0.15408875915655992,8871.926193198055,9894.042726493284,9542.5,17931.817733638185,44399.880465847375,1367539200000,0.2449588179588318,"{""type"":""Point"",""coordinates"":[13.958288354793208,50.97496728054459]}"
00000000000000000a51,-0.15501079536070028,0.023985794015737475,0.12856854517605007,38001.30245664741,36826.09783236994,37057.50585260115,38866.59053468208,33823.776228323695,1367539200000,0.11497461795806885,"{""type"":""Point"",""coordinates"":[5.219961925296402,50.46379823128282]}"
00000000000000000a81,-0.19333173963971123,0.3433712417474192,-0.14323006336841562,8343.16850212337,9467.738357446196,9139.023177139568,18778.790326063485,41329.12653854459,1367625600000,0.10983516275882721,"{""type"":""Point"",""coordinates"":[4.804360329812085,50.65087089777804]}"
00000000000000000ae9,-0.11535573298157004,0.2546309951988062,-0.1276261090871117,9709.034842927762,11852.861505342053,11476.91556370595,19337.77037155158,40855.25681709456,1367625600000,0.053765784949064255,"{""type"":""Point"",""coordinates"":[4.804257770487857,45.3691415046893]}"
0000000000000000000a,-0.0953393564440544,0.22606277042254458,-0.1367921453650952,10291.856380328802,12331.647142552129,12435.653049605007,19632.336844352714,35095.81197067823,1367712000000,0.11810972541570663,"{""type"":""Point"",""coordinates"":[6.8352980365134925,51.17170281902262]}"
00000000000000000adc,-0.049920953445273156,0.05488436216244625,-0.0075876908002319296,26831.148128663757,26831.168269953414,26999.71456485796,29821.560423868934,38384.45904103412,1367712000000,0.10788115859031677,"{""type"":""Point"",""coordinates"":[7.731448034325562,48.52030795534055]}"
00000000000000000003,-0.13262660195488216,0.307370562444172,-0.16895562407932344,8576.948547600536,9826.149692557776,9525.47501590218,18294.201144957235,43377.830800763295,1368057600000,0.07582898105915478,"{""type"":""Point"",""coordinates"":[9.761351229582571,51.499125691175045]}"
00000000000000000a80,-0.21001369467851932,0.3162439196835329,-0.054483182374761505,7722.170970999854,9185.197301976626,8141.155316693116,15824.45556196797,38869.10770451594,1368316800000,0.11230231076478958,"{""type"":""Point"",""coordinates"":[5.576747977885766,50.54638970099474]}"
00000000000000000ae6,-0.023407967877867312,0.20241042201547207,-0.1900210419381329,9659.147749809308,10559.415636918387,10781.477955758965,16284.060335621665,47412.563996948906,1371859200000,0.12558959424495697,"{""type"":""Point"",""coordinates"":[7.302072275687153,47.77317219653253]}"
00000000000000000a58,-0.17157844678958056,0.2920733133870929,-0.13558740243815015,11443.103480579375,12881.12682856525,13101.808892411906,23878.415579736262,30089.30482092671,1372896000000,0.04572109505534172,"{""type"":""Point"",""coordinates"":[5.649765757635942,50.58972770413319]}"
00000000000000000c40,-0.07788057010117223,0.2567366158063414,-0.17305093365866808,9196.44569687738,9817.884539223154,9629.873038842346,16318.884767707541,47383.59657273419,1372896000000,0.1935499778069891,"{""type"":""Point"",""coordinates"":[12.099467489653756,47.84956997488121]}"
00000000000000000007,-0.13305225203988558,0.031178096724341197,0.10067151968987817,29133.227843426877,28230.009305760694,28332.37223042836,30136.297119645493,36101.855539143275,1373673600000,0.09550540894269943,"{""type"":""Point"",""coordinates"":[8.37900760750908,49.423481037311795]}"
00000000000000000a7c,-0.11767084665615793,0.34690134288951413,-0.22763592138836936,8364.234253106039,9245.564576711931,9022.84585379948,18775.337691418663,46538.92220456516,1376870400000,0.11444134265184402,"{""type"":""Point"",""coordinates"":[3.6702949952934096,50.4830526296316]}"
00000000000000000002,-0.05771875454559989,0.20349867633739224,-0.14561774073102296,8902.74788015828,9917.186687394007,9877.333733747875,14999.607617297906,43861.45534200113,1396310400000,0.07471520517710034,"{""type"":""Point"",""coordinates"":[10.798529216411975,51.50008885700259]}"
00000000000000000ac4,-0.14794907603761684,0.335726789413664,-0.17089891398080506,8471.77147604942,9399.40047684416,8896.422801820678,17928.419911856083,41710.05649880789,1396310400000,0.043493565171957016,"{""type"":""Point"",""coordinates"":[3.811233802289673,50.48215189121881]}"
00000000000000000ad0,-0.10123309643307747,0.2935639558003067,-0.1942833903775422,8732.203667664673,9791.687649700601,9711.862200598807,17831.17073353294,43046.94820359283,1396310400000,0.061493005603551865,"{""type"":""Point"",""coordinates"":[2.953681783196229,48.73614182363048]}"
00000000000000000c16,-0.10889980571951084,0.28241317600426447,-0.15527843608524244,8484.732536965545,9666.110496030298,9202.254934809524,16503.87114866341,42036.38327627648,1396310400000,0.06716617941856384,"{""type"":""Point"",""coordinates"":[8.106538696739324,50.08990260795139]}"
00000000000000000a90,0.03244743042439487,0.0444885922433026,-0.09644683022780169,10391.573845060415,11313.473347547977,11775.49431414357,12896.522743425727,43445.05764036957,1396396800000,0.11277623474597931,"{""type"":""Point"",""coordinates"":[4.325947836888932,51.241853396795435]}"
000000000000000009bf,-0.1575150647326379,0.2647628894277914,-0.08463337042496814,9390.912069829004,11414.011447377832,10815.278099735278,18625.720040065815,35637.06525005366,1396483200000,0.12020167708396912,"{""type"":""Point"",""coordinates"":[2.540657548120805,50.93951742716969]}"
00000000000000000a9c,-0.19071914847755667,0.14537379510860401,0.035988018379770156,16284.955982507705,17085.25750949889,17452.396659258724,23388.302387267893,28830.96738117428,1396483200000,0.12055587768554688,"{""type"":""Point"",""coordinates"":[2.7522151385004907,50.844440474508126]}"
00000000000000000aae,-0.1405576265249725,0.29399741906106347,-0.1587674330581221,8879.504256993629,9950.26994347857,9915.579738141232,18375.664162552763,41832.599413321885,1396483200000,0.10814420878887177,"{""type"":""Point"",""coordinates"":[4.530344110976783,50.924592815943804]}"
00000000000000000a40,-0.18242494493300185,0.0036270630308743745,0.18969093725190941,25628.553049645383,24998.476666666673,24447.1369503546,24619.21687943262,23904.868510638295,1396656000000,0.10580262541770935,"{""type"":""Point"",""coordinates"":[3.1084616398623885,51.339231245600594]}"
00000000000000000a43,-0.16724724239354644,0.08880929187385807,0.06968941083121416,17066.606399884426,17679.68614562265,18037.556992198788,21542.25924588269,34346.67538283733,1396742400000,0.09979692101478577,"{""type"":""Point"",""coordinates"":[4.445340267594943,50.476002790866104]}"
00000000000000000ab6,-0.12367188805044484,0.2405681504615432,-0.11704012591185213,10786.202320780234,12873.515270164451,12809.581690040575,20698.460810137396,39665.12942265252,1396742400000,0.10963044315576553,"{""type"":""Point"",""coordinates"":[3.965977986147405,51.15544939568281]}"
00000000000000000abe,-0.04447582430567917,0.24524455454218533,-0.20435716754546213,8585.539094650205,9678.802252544945,9710.329362500905,16021.376868096164,42311.68847014657,1396742400000,0.1062675267457962,"{""type"":""Point"",""coordinates"":[6.0751684572357325,50.493192625427135]}"
00000000000000000b88,-0.15042036784980403,0.25812080985673436,-0.09567633690246209,8731.283385535306,10234.561005125282,9935.785948177674,17023.926751138948,40158.85990888381,1396742400000,0.10963044315576553,"{""type"":""Point"",""coordinates"":[3.9651798070588384,51.15495889456693]}"
00000000000000000a7f,-0.029023897276389248,0.07928630132510966,-0.0710904106361736,9250.108749096165,10315.283224873461,10784.054880694144,12728.285900216919,42174.86348517714,1396828800000,0.10154469311237335,"{""type"":""Point"",""coordinates"":[4.303215339718464,50.432709378738195]}"
00000000000000000ac1,-0.23256061862139266,0.4019556059111068,-0.15989980316260397,8427.117740652347,9364.960873652997,8848.957691473206,20916.858248354678,41885.706009980466,1396828800000,0.10766670852899551,"{""type"":""Point"",""coordinates"":[4.092050150231481,50.43488987915333]}"
00000000000000000ad8,-0.060862322072515344,0.08951897284960252,-0.026336553272195366,23014.23100120627,24145.033097104937,24146.79681845597,27332.569436067548,36919.66608866102,1396828800000,0.10406229645013809,"{""type"":""Point"",""coordinates"":[2.823061336037639,48.37466033763184]}"
0000000000000000044e,-0.06117560799902575,0.2131951911320874,-0.1710355913483352,9039.52510596674,11222.053227910012,11621.83069775024,17843.85498858819,37626.28871861753,1397001600000,0.0775916576385498,"{""type"":""Point"",""coordinates"":[6.218947711603041,44.13426035445327]}"
00000000000000000a41,-0.16960286965257718,0.2985205856611642,-0.11100170416151406,7839.766050371231,8639.087057795892,8215.011864900276,15214.67113116902,40562.41978453924,1397001600000,0.10579021275043488,"{""type"":""Point"",""coordinates"":[4.993675924137184,50.108118035754714]}"
00000000000000000ac5,-0.148027756168477,0.21621194916012904,-0.04275980388231603,7623.441075268817,8234.565734767026,7788.596272401435,12107.359713261649,40456.681792114694,1397001600000,0.11885371804237366,"{""type"":""Point"",""coordinates"":[2.965270986834136,50.84469018416711]}"
000000000000000007d5,-0.07510302196562667,0.1442913303154022,-0.05019965722857964,7514.495301910043,8175.799214417747,7856.9692698706085,10519.794285274183,42408.00292667899,1397088000000,0.15766845643520355,"{""type"":""Point"",""coordinates"":[11.379929107265516,47.26791145616657]}"
0000000000000000099e,-0.3194236554187111,0.015563035930500593,0.31134316514198107,31848.95523648648,30536.17713452088,30136.709229115484,31087.631219287465,31676.236870393128,1397088000000,0.1567533016204834,"{""type"":""Point"",""coordinates"":[8.465647940977536,47.418749467501485]}"
00000000000000000a7b,-0.24476205683203142,0.41422476480401665,-0.16382366619129282,8579.87038372764,9617.610790536643,9131.695398153492,22207.529428736296,41727.174769186386,1397088000000,0.11522258818149567,"{""type"":""Point"",""coordinates"":[3.6709326467440526,50.528009286452445]}"
00000000000000000ac0,-0.10882478153539428,0.14447932805428526,-0.03551226330457074,18491.63614040155,18813.26231402571,18834.84161490683,24381.98396648852,37399.147118301305,1397088000000,0.10766670852899551,"{""type"":""Point"",""coordinates"":[4.0226264059303825,50.480479728323765]}"
00000000000000000aeb,-0.11788891068487946,0.2753939409461844,-0.1582679726753673,8867.81261936242,9900.714852357867,9764.572572351988,17602.611135595707,41602.0666960482,1397088000000,0.13763803243637085,"{""type"":""Point"",""coordinates"":[0.2051186484585104,49.68545768330279]}"
00000000000000000445,-0.17289710013519047,0.17854744251776938,-0.029703864705679726,10147.149971794664,11514.276412281408,12077.039003948743,17324.70086227738,33351.82109759046,1397174400000,0.10174035280942917,"{""type"":""Point"",""coordinates"":[6.570610257081998,44.75413782829699]}"
000000000000000009aa,-0.041713045748041674,0.12857341454858565,-0.09273527117153292,7468.1470692215225,8214.44156119635,8318.35268330623,10782.142331895639,39087.439440005655,1397174400000,0.10636056214570999,"{""type"":""Point"",""coordinates"":[-0.006635142367527465,51.47505100458749]}"
0000000000000000000b,-0.1581617062824,0.23364204061298954,-0.06571120880485029,8852.439656416924,10568.486502093263,10282.557239786347,16800.474664356872,38084.67713295801,1397433600000,0.10982618480920792,"{""type"":""Point"",""coordinates"":[7.3050554142919095,50.513905149820395]}"
00000000000000000ac2,-0.291207036531668,0.47865248193953086,-0.1714150255239556,8412.167242869487,9568.387496398727,8672.041846730044,24885.447349466995,41202.2753529242,1397520000000,0.1057751476764679,"{""type"":""Point"",""coordinates"":[4.166869406807249,50.61402980487447]}"
00000000000000000a3f,-0.17003591488283698,0.06340165319543523,0.11534258980783371,25919.935949221,25060.82414887479,24680.704919215237,28018.932559145986,31647.384088286202,1397606400000,0.10457871109247208,"{""type"":""Point"",""coordinates"":[5.506249590230786,50.54794146816135]}"
00000000000000000a4c,-0.1665996136868076,0.019795423697281208,0.14936132916987344,38975.45923677364,37773.96718704828,37614.12135010118,39130.65922231858,34657.36723041341,1397606400000,0.10168115049600601,"{""type"":""Point"",""coordinates"":[5.431122655682332,50.45957992168627]}"
