,lat,lon,date
3157,54.355987,10.127938,1682726400000
3158,46.943594,9.624156,1682812800000
3159,48.195069,16.333918,1682035200000
3160,49.592338,11.217133,1683504000000
3161,50.138864,8.722195,1683244800000
3162,44.4908,11.343879,1681257600000
3163,48.238099,16.414034,1682035200000
3164,48.301214,16.363036,1680307200000
3165,51.707909,8.739393,1682985600000
3166,48.493962,15.940503,1682208000000
3167,50.61573,4.557858,1684108800000
3168,49.416784,31.657277,1682899200000
3169,41.054307,-3.531144,1680652800000
3170,51.707912,8.739349,1682985600000
3171,51.638162,6.772242,1682812800000
3172,48.061916,16.291663,1684627200000
3173,53.600953,11.460771,1682899200000
3174,49.583431,6.358674,1680998400000
3175,48.219281,16.353174,1683072000000
3176,50.127629,8.740223,1651449600000
3177,51.472217,7.23008,1683676800000
3179,51.485706,7.239981,1682899200000
3180,49.179633,9.490547,1650153600000
3181,46.945317,32.027293,1682208000000
3182,46.515307,6.539423,1650326400000
3183,49.159917,32.277237,1683417600000
3184,51.797778,11.739444,1683417600000
3185,47.288772,8.196487,1683244800000
3186,48.200371,4.966039,1683072000000
3187,47.215511,15.811953,1684108800000
3188,48.899688,2.265467,1681603200000
3189,48.190627,16.382532,1683158400000
3190,44.095318,10.415426,1682812800000
3192,45.2657,24.135412,1681430400000
3194,50.488756,3.660283,1682380800000
3195,50.414827,30.540814,1651622400000
3196,51.345508,12.363893,1649721600000
3197,44.808237,20.40241,1681344000000
3198,50.633336,3.112633,1681084800000
3199,47.074406,15.427637,1682208000000
3200,47.108382,15.413799,1683331200000
3201,51.626018,9.918916,1683331200000
3202,48.135991,16.280433,1682899200000
3203,51.422527,6.976044,1682640000000
3205,51.497167,-0.201566,1680998400000
3206,45.395782,4.791187,1682121600000
3207,53.600961,11.460867,1682899200000
3208,46.99997,6.935046,1683763200000
3209,47.383708,8.510708,1682812800000
3210,48.203315,16.298999,1682899200000
3211,48.190593,16.483884,1682812800000
3212,52.385001,4.868417,1682726400000
3213,50.515899,30.232222,1651622400000
3214,51.489434,11.960526,1682553600000
3215,37.959754,12.9573,1681948800000
3216,51.707909,8.739333,1682985600000
3217,50.488727,3.660146,1682985600000
3218,48.671266,9.125035,1683331200000
3219,50.48369,3.654196,1682812800000
3220,42.696693,23.30731,1683331200000
3221,50.454506,14.383014,1681084800000
3222,50.772551,6.153965,1682640000000
3223,47.708592,16.149077,1682035200000
3225,47.219108,15.807891,1682726400000
3226,46.071949,-1.010129,1681862400000
3227,49.490984,5.874258,1683504000000
3228,49.088439,8.532742,1680825600000
3229,50.615738,4.557794,1681516800000
3230,50.760059,6.092309,1682985600000
3231,48.048849,16.333166,1682899200000
3232,52.530761,6.095519,1681084800000
3233,50.713019,9.950187,1683072000000
3234,45.351523,14.404496,1681084800000
3235,50.918705,10.843596,1680912000000
3236,43.330715,25.16775,1681084800000
3237,45.174462,5.680397,1680393600000
3238,51.706531,14.034464,1650067200000
3239,43.892642,3.739542,1680393600000
3240,48.0746,-0.705858,1681603200000
3241,46.607097,14.394628,1682812800000
3242,48.672804,16.592778,1681257600000
3243,48.210465,16.271835,1681689600000
3244,50.46603,30.5138,1683590400000
3246,48.036721,16.261547,1680652800000
3247,48.553915,15.891611,1683072000000
3248,48.159617,16.407521,1682726400000
3249,47.877062,16.4524,1682121600000
3250,48.415041,7.945499,1683417600000
3251,45.578667,5.142688,1681948800000
3252,44.159962,28.390383,1680998400000
3254,49.831261,9.880367,1682121600000
3255,49.542682,5.824949,1682640000000
3256,49.867037,6.152386,1683417600000
3257,50.19541,8.821879,1682812800000
3258,48.202381,16.326765,1682726400000
3259,43.787339,11.27998,1680998400000
3260,52.720159,13.124726,1680998400000
3261,51.707912,8.739343,1682985600000
3262,43.320372,5.718958,1682553600000
3263,42.699902,23.333801,1681603200000
3264,49.235912,3.024842,1681084800000
3265,47.017287,15.372589,1680739200000
3266,49.961162,5.978599,1681516800000
3267,48.792377,12.893557,1684454400000
3268,45.774789,4.857408,1682208000000
3269,47.111992,8.777062,1684627200000
3270,51.035691,3.722412,1680652800000
3271,50.397966,3.787483,1683331200000
3272,50.776958,4.581225,1682812800000
3273,48.4177,9.911008,1684108800000
3274,58.16029,12.12287,1684022400000
3275,48.559606,26.985775,1683331200000
3276,51.798378,5.714252,1683244800000
3277,50.084276,8.644867,1683504000000
3278,49.368937,6.638185,1680480000000
3279,50.465648,30.498048,1618099200000
3280,51.43553,7.381305,1683504000000
3281,50.42231,7.935792,1682899200000
3282,50.45444,14.382998,1683590400000
3283,48.559691,26.985794,1683072000000
3284,50.445023,30.514678,1683676800000
3285,50.45763,30.514809,1680998400000
3287,42.549954,9.529067,1681862400000
3288,49.370469,8.565712,1682121600000
3289,47.933788,30.833562,1683590400000
3290,50.508865,30.601059,1683072000000
3291,48.320192,10.073613,1683590400000
3292,48.680218,26.572333,1682812800000
3293,49.75106,31.470965,1681776000000
3294,50.470903,30.503089,1651449600000
3295,52.488607,13.410254,1683676800000
3296,50.456178,30.511622,1680825600000
3297,48.117335,11.630259,1683331200000
3298,48.178178,16.386793,1680393600000
3299,48.162083,16.281211,1681171200000
3300,47.214003,16.079232,1682899200000
3301,47.073135,15.437534,1682640000000
3302,54.329658,10.058628,1680912000000
3303,47.214031,16.079246,1682812800000
3304,48.190656,16.382414,1680307200000
3305,51.5122,7.364558,1683331200000
3306,54.355983,10.127857,1682726400000
3307,47.112606,15.397074,1682812800000
3308,51.490728,7.225207,1683331200000
3309,48.331527,9.821862,1683244800000
3310,51.378855,9.146965,1683417600000
3311,48.19065,16.382482,1680307200000
3312,50.44407,30.502327,1681344000000
3313,48.114737,14.8959,1682812800000
3314,47.101528,15.38918,1682812800000
3315,51.411445,21.958462,1683072000000
3316,48.553913,15.891611,1683072000000
3317,50.774956,6.095632,1650067200000
3318,48.177843,16.33107,1682812800000
3319,51.583916,7.219022,1682812800000
3320,55.723804,12.416052,1680998400000
3321,48.11553,16.264125,1682899200000
3322,48.114657,14.896007,1682812800000
3323,50.419785,30.532744,1682899200000
3324,46.886498,15.629049,1682640000000
3325,49.981345,7.117891,1683158400000
3326,50.443953,30.502201,1681344000000
3327,48.232055,16.348292,1682553600000
3328,46.987693,15.500482,1682640000000
3329,49.58404,5.961595,1682899200000
3331,50.851653,2.887037,1682726400000
3332,50.765281,6.121776,1682985600000
3334,51.375925,7.19606,1681430400000
3335,48.199674,15.6307,1682899200000
3336,48.210111,16.247751,1682812800000
3337,50.850728,2.891487,1682726400000
3338,46.939492,7.433739,1682726400000
3339,52.450998,13.417745,1682812800000
3340,48.163442,11.500587,1682467200000
3341,50.69437,7.815956,1682208000000
3342,47.71633,16.050888,1682726400000
3343,52.496561,13.300369,1682812800000
3344,48.213596,16.352682,1682899200000
3345,48.2087,16.345035,1682640000000
3346,48.90474,2.215887,1682553600000
3347,42.90542,1.934675,1682553600000
3348,48.216793,16.3564,1682640000000
3350,48.687126,2.147918,1682640000000
3351,43.613333,1.573889,1522540800000
3352,48.212709,16.350563,1682640000000
3353,48.418422,15.578599,1682726400000
3354,51.138981,6.829725,1682121600000
3355,48.145382,16.246653,1682726400000
3356,48.190555,16.382388,1682640000000
3357,48.238466,16.413189,1682899200000
3358,50.195819,8.824452,1682812800000
3359,48.144994,16.276602,1682812800000
3360,50.099156,8.255313,1682812800000
3362,46.822345,12.777625,1682812800000
3363,48.190617,16.3824,1682812800000
3364,47.217991,15.815051,1682812800000
3365,40.599034,23.101688,1682812800000
3366,50.936709,-1.416418,1681776000000
3367,48.190632,16.404886,1682640000000
3368,50.383776,30.505748,1682380800000
3370,51.242795,10.051147,1680566400000
3371,47.278488,15.695341,1682640000000
3372,47.830625,7.40454,1681084800000
3373,47.048582,15.442013,1682380800000
3374,48.129853,16.259661,1682640000000
3375,50.433283,4.867426,1682121600000
3376,52.528048,13.437149,1681862400000
3377,59.00008,17.52475,1682726400000
3378,50.110822,8.682127,1682208000000
3379,48.13969,9.20623,1682035200000
3380,48.082548,16.2869,1682208000000
3381,50.11678,14.404994,1682035200000
3382,51.338177,12.397449,1682208000000
3383,48.249632,16.373946,1682208000000
3384,50.652447,7.002831,1682208000000
3385,49.979907,11.030328,1681603200000
3386,48.376179,10.915262,1682208000000
3387,50.389737,30.528354,1682208000000
3388,48.210044,16.344052,1682294400000
3389,48.177366,16.385123,1682208000000
3390,48.260305,16.401119,1682121600000
3391,50.088287,8.27205,1681862400000
3392,49.384123,11.344929,1680652800000
3393,48.827759,9.197932,1682035200000
3394,53.556937,9.983027,1681084800000
3395,48.199341,11.626265,1680739200000
3396,50.845788,6.887275,1680912000000
3397,49.090461,8.259497,1681776000000
3398,49.596534,6.142188,1681862400000
3399,47.856113,16.624486,1681948800000
3400,51.391503,6.589311,1681689600000
3401,50.616005,3.798188,1681776000000
3402,42.690652,23.341245,1682121600000
3403,48.441658,-2.071927,1681603200000
3404,50.202639,8.576913,1681171200000
3405,48.078188,16.278691,1681948800000
3406,51.408852,7.119797,1681948800000
3407,51.538476,9.936966,1681862400000
3408,50.38378,30.50591,1682294400000
3410,49.066105,10.338158,1682208000000
3411,51.373656,9.412767,1682035200000
3412,48.125542,7.277844,1682380800000
3413,47.061428,15.391476,1682121600000
3414,49.666063,8.798461,1682208000000
3415,46.350919,-0.465628,1682208000000
3416,48.162842,16.359819,1681084800000
3417,52.328761,14.530298,1682208000000
3418,51.473083,8.926681,1681776000000
3419,51.186125,6.802005,1682121600000
3420,49.857573,8.637658,1682121600000
3421,51.439863,7.016619,1681084800000
3422,51.179388,6.721397,1681776000000
3423,50.098575,8.298433,1682121600000
3424,48.901172,10.101341,1682035200000
3425,52.569201,13.422162,1680739200000
3426,47.560867,7.737526,1682121600000
3427,49.384135,11.344948,1680652800000
3428,54.087268,12.131099,1681084800000
3429,50.865704,11.738739,1681948800000
3430,50.454443,14.383011,1681776000000
3431,51.929888,9.887663,1680998400000
3432,49.740264,6.319026,1682121600000
3433,51.7883,5.917271,1681862400000
3434,53.884171,10.636428,1682035200000
3435,53.102155,8.814027,1681603200000
3436,51.669511,-1.292933,1618704000000
3437,52.21261,0.1159,1648857600000
3438,51.575438,-0.241532,1648944000000
3439,51.53262,-0.07418,1649808000000
3440,48.218147,16.35272,1681257600000
3441,48.079469,16.278986,1681084800000
3442,49.596533,6.142197,1681603200000
3443,51.78148,9.373349,1681689600000
3444,48.571667,9.285833,1680998400000
3445,44.792913,25.976711,1681516800000
3446,47.130167,6.169583,1680998400000
3447,52.525218,13.308626,1680998400000
3449,51.024227,13.614935,1651968000000
3450,52.860761,9.590125,1681689600000
3452,48.201081,16.35051,1680998400000
3454,49.992323,7.861639,1681430400000
3455,49.155412,16.87047,1681603200000
3456,50.444519,30.50064,1681344000000
3457,52.435418,9.706122,1681084800000
3458,52.350363,9.811429,1680998400000
3459,50.12506,8.656801,1681344000000
3460,52.358951,9.688597,1681776000000
3462,45.14513,23.999628,1681603200000
3463,45.019196,4.668288,1680998400000
3464,50.968442,11.005654,1680825600000
3465,49.586331,6.364253,1681084800000
3467,50.769465,7.187579,1681344000000
3468,49.372526,5.192707,1681516800000
3469,50.134973,8.652113,1681430400000
3471,51.897178,7.716742,1681689600000
3472,48.195872,16.466558,1681689600000
3473,51.019321,6.958895,1681516800000
3474,48.693036,16.86465,1680307200000
3475,48.491238,15.691166,1680307200000
3476,50.471953,30.504938,1649376000000
3477,49.684294,6.439759,1681257600000
3478,51.374078,12.382031,1681084800000
3479,50.147306,8.741862,1681430400000
3480,48.023357,3.174682,1680998400000
3481,49.776222,9.958551,1681430400000
3482,50.005343,9.064683,1681084800000
3483,54.755137,9.759186,1680998400000
3484,47.115715,15.432982,1681084800000
3485,42.58959,26.278044,1681603200000
3486,52.235448,10.579596,1680825600000
3487,49.8156,7.83835,1681084800000
3488,51.663861,7.094188,1681171200000
3489,48.245052,10.076718,1681084800000
3490,49.40689,8.403346,1680998400000
3491,42.68858,26.35288,1681344000000
3492,48.140668,11.592533,1681257600000
3493,49.779714,9.972843,1681776000000
3494,49.153637,5.878594,1681171200000
3495,51.781378,9.373686,1681430400000
3496,48.209394,16.243091,1681689600000
3497,42.500899,24.185962,1681689600000
3498,49.22969,16.553658,1681603200000
3499,50.486451,3.653781,1681257600000
3500,44.219814,4.000061,1649894400000
3501,48.133955,11.612053,1680652800000
3502,47.061426,15.391467,1681257600000
3503,42.604064,23.387669,1681516800000
3504,48.163867,11.637708,1680393600000
3505,48.1906,16.382537,1681776000000
3506,52.449957,10.001055,1617321600000
3507,49.993587,8.245452,1681430400000
3508,52.153414,21.052529,1681344000000
3509,50.38384,30.50593,1681776000000
3510,52.305131,14.542284,1681084800000
3513,42.570309,25.37702,1681344000000
3514,49.911493,8.185403,1681516800000
3515,49.547505,8.074272,1681516800000
3516,50.630404,4.783355,1681516800000
3517,50.740663,9.15968,1681171200000
3518,52.270538,10.580675,1681689600000
3519,49.279208,3.333917,1680998400000
3520,40.402789,-7.537369,1681516800000
3521,50.099128,8.255238,1681516800000
3522,50.46618,30.51176,1649980800000
3523,45.13572,0.05471,1585958400000
3524,44.75414,6.57061,1397174400000
3529,44.06919,6.84004,1556323200000
3530,44.20836,6.72418,1530144000000
3531,43.99806,7.52192,1494288000000
3532,44.15236,7.03342,1525392000000
3534,45.95837,1.40045,1649548800000
3536,44.43314,6.73899,1524182400000
3537,44.39237,6.61061,1523664000000
3540,43.96314,7.26956,1400544000000
3542,44.13426,6.21895,1397001600000
3543,43.33034,5.98905,1555113600000
3544,43.06561,5.79126,1555459200000
3545,43.33687,5.74274,1557705600000
3546,43.19379,6.0435,1556668800000
3547,44.166,4.84455,1429488000000
3548,44.62125,6.4991,1554163200000
3549,44.28919,0.27533,1523664000000
3550,51.487654,11.967988,1680998400000
3551,51.425691,6.427998,1680998400000
3552,50.308101,8.957524,1681084800000
3553,52.558331,13.382241,1680998400000
3554,50.342766,8.752982,1680998400000
3555,49.497688,9.391858,1680825600000
3556,50.926679,10.996612,1680998400000
3557,51.787653,5.920978,1680998400000
3558,47.02126,15.428727,1680307200000
3560,49.279956,2.474088,1680652800000
3561,52.2706,10.580982,1680480000000
3562,50.443377,30.507642,1680825600000
3563,48.736928,11.411659,1680480000000
3564,49.614242,6.157351,1680825600000
3565,46.791003,15.556292,1680825600000
3566,48.236661,16.423791,1680652800000
3567,53.590752,9.652355,1680393600000
3568,50.180097,8.544678,1680480000000
3569,45.208612,5.694562,1680912000000
3570,50.615543,4.557827,1680912000000
3571,48.160881,11.635103,1680566400000
3572,50.417698,4.786289,1680566400000
3573,48.678056,26.583333,1680912000000
3574,50.497154,12.152299,1680825600000
3576,51.539428,7.648472,1680652800000
3577,45.344863,5.592547,1680998400000
3578,47.348149,8.715127,1680652800000
3579,49.497716,9.391568,1680825600000
3580,47.620078,7.546589,1680998400000
3581,43.614616,3.870995,1681171200000
3582,47.258301,39.693612,1681171200000
3583,49.497688,9.39174,1680825600000
3584,49.497688,9.391708,1681084800000
3585,49.971985,8.27336,1681084800000
3586,51.186112,6.801993,1681084800000
3587,49.497674,9.391622,1681084800000
3588,50.118058,8.55496,1680998400000
3589,51.364511,12.32484,1680998400000
3590,47.272171,11.383904,1681084800000
3591,51.50254,6.967482,1680998400000
3592,47.269087,11.340292,1680998400000
3593,49.498144,9.391724,1680825600000
3594,51.393855,11.032714,1680998400000
3595,50.869177,4.293313,1681084800000
3597,49.603577,8.777942,1681084800000
3598,51.003761,4.590268,1681084800000
3600,51.237987,2.932027,1680998400000
3601,52.973611,-1.196917,1681084800000
3602,47.070937,15.426291,1680393600000
3603,51.439088,11.950888,1680825600000
3604,53.807828,10.39722,1680480000000
3605,50.443364,30.50773,1680825600000
3606,51.298283,13.482683,1680825600000
3607,50.652317,2.832703,1680480000000
3608,50.856112,2.247782,1680825600000
3609,48.04182,7.305742,1680739200000
3611,48.056392,14.127511,1680566400000
3612,51.390075,11.985151,1680825600000
3613,52.561389,13.526111,1680739200000
3614,52.40262,13.48475,1680739200000
3615,49.498148,9.391622,1680825600000
3616,49.960301,5.980758,1680566400000
3617,45.392236,5.259004,1680652800000
3619,50.417721,4.786291,1680652800000
3620,48.013028,7.541697,1680912000000
3621,50.454508,14.383004,1680739200000
3622,48.490789,0.136986,1680652800000
3623,49.674069,10.105424,1680998400000
3624,47.321589,8.581514,1680652800000
3625,48.804976,2.089179,1680739200000
3626,50.141125,8.714782,1680739200000
3627,49.439256,7.972953,1680998400000
3628,51.579272,4.74297,1680912000000
3629,49.775231,9.971732,1680739200000
3630,49.586344,6.364425,1680912000000
3631,48.033556,10.746007,1680739200000
3632,45.378355,4.68227,1680566400000
3633,48.463439,7.204157,1680652800000
3634,45.78212,4.870251,1680652800000
3635,50.160262,8.645731,1680739200000
3636,44.458803,11.378797,1680739200000
3637,50.254005,7.608908,1680652800000
3638,47.740607,13.042079,1680739200000
3639,53.24769,10.434304,1680480000000
3640,48.827897,9.193549,1680652800000
3641,50.080592,8.227532,1680739200000
3642,47.271213,6.052976,1680652800000
3643,49.906902,9.19226,1680566400000
3644,49.857375,8.637838,1680998400000
3645,42.307742,-3.394625,1680566400000
3646,49.773675,6.239095,1680652800000
3647,49.497939,9.391634,1680652800000
3648,50.486281,3.654233,1680652800000
3649,46.101501,0.199241,1680652800000
3650,50.880758,4.682178,1680566400000
3651,49.675392,32.038237,1680912000000
3652,51.009296,13.874483,1680307200000
3653,48.708294,9.213743,1680739200000
3654,48.70455,10.171697,1680566400000
3655,46.727721,14.110392,1680393600000
3656,50.615556,4.5575,1680912000000
3657,52.032515,5.079228,1680652800000
3659,49.013881,8.404512,1680825600000
3660,46.199722,6.161667,1680739200000
3661,45.406403,11.876761,1680912000000
3662,48.014939,7.545213,1680566400000
3663,52.117599,9.354173,1680566400000
3664,51.335588,12.436578,1680652800000
3665,45.5626,9.216853,1680393600000
3666,52.555904,13.505502,1680739200000
3667,48.012986,7.541642,1680912000000
3669,55.92977,13.5365,1680912000000
3670,57.70615,12.02716,1681084800000
3675,55.9326,13.54372,1680652800000
3676,49.220291,31.879731,1680307200000
3677,46.071594,-1.0088,1680566400000
3678,48.486592,3.042563,1680307200000
3679,43.611407,3.895148,1680393600000
3680,46.22983,17.804718,1680393600000
3681,52.268874,10.52677,1680566400000
3682,45.606838,9.303637,1680393600000
3683,48.35636,23.104573,1651276800000
3684,46.939464,7.433739,1651017600000
3685,49.857604,8.637993,1649548800000
3686,48.784963,12.882929,1649980800000
3687,50.08466,14.404091,1649203200000
3688,46.136027,9.614416,1649116800000
3689,48.210901,16.418196,1651449600000
3690,46.929328,7.430447,1651363200000
3691,45.725604,4.824257,1649030400000
3692,48.365556,15.412222,1651449600000
3693,46.241742,20.128186,1650153600000
3694,42.267437,3.01865,1650412800000
3695,48.240057,16.474282,1651363200000
3696,45.804723,15.972521,1650067200000
3697,47.084817,15.504485,1649289600000
3698,49.96637,34.588744,1651190400000
3699,51.836253,4.984963,1650758400000
3701,50.652752,6.773122,1649980800000
3702,50.128983,8.634053,1649203200000
3703,46.068333,23.587778,1649203200000
3704,48.177833,16.33109,1650499200000
3705,39.432108,-1.961962,1649894400000
3706,50.031712,8.46375,1649980800000
3707,48.6951,2.176245,1680566400000
3708,47.917645,4.078933,1651622400000
3709,48.177857,16.331067,1649721600000
3710,51.31111,12.333571,1650844800000
3711,50.492022,3.665975,1680480000000
3712,51.950386,6.21647,1649548800000
3713,50.561707,4.696506,1680480000000
3714,48.225089,16.438595,1680307200000
3715,46.1875,6.012979,1680307200000
3716,50.129478,8.72849,1680480000000
3717,49.989243,7.868934,1680307200000
3718,51.51156,-0.109279,1680480000000
3719,50.435386,3.052235,1680393600000
3720,35.280775,23.820157,1680393600000
3721,48.231162,16.362878,1680307200000
3722,50.019138,8.876952,1680480000000
3724,48.188934,15.607681,1680307200000
3725,47.291537,39.698563,1680480000000
3726,49.219018,31.884886,1680307200000
3727,44.828824,5.841153,1680393600000
3728,47.551668,19.034051,1680393600000
3729,44.679674,20.539497,1680393600000
3730,50.485749,3.654313,1680480000000
3731,45.469038,8.88241,1680307200000
3732,49.491154,5.515146,1680480000000
3733,43.777002,5.143461,1680480000000
3734,51.832262,5.278937,1680393600000
3735,47.58907,7.698672,1680307200000
3736,45.60917,10.314145,1680307200000
3737,48.251996,16.438767,1680307200000
3738,48.851946,2.410525,1680566400000
3740,50.711469,6.197022,1680480000000
3741,48.224885,16.438472,1680307200000
3742,48.755814,2.501811,1680480000000
3743,50.436275,4.010135,1651363200000
3744,45.7255,4.824051,1649203200000
3746,59.101528,15.578001,1651968000000
3747,41.793708,1.633372,1587859200000
3748,48.909889,9.144896,1650240000000
3749,48.7049,2.19162,1649894400000
3750,45.722036,4.822095,1649203200000
3751,42.508437,3.065342,1650153600000
3752,48.026295,14.407333,1650153600000
3753,51.274733,12.319782,1650672000000
3754,51.473672,11.998245,1651104000000
3755,47.50008,19.060172,1649548800000
3756,45.723887,4.825926,1649030400000
3758,43.109799,1.227954,1617494400000
3759,51.328337,12.390487,1649635200000
3760,51.027795,3.75872,1649721600000
3762,45.918108,8.856572,1649980800000
3763,51.049295,13.711807,1651276800000
3764,48.190702,16.382377,1651449600000
3765,49.722831,31.534406,1652313600000
3766,48.195774,15.935165,1650499200000
3767,52.104277,5.119177,1649721600000
3768,50.990105,7.69372,1649721600000
3769,46.806503,17.374712,1649635200000
3770,47.381614,0.673973,1649721600000
3771,49.563182,6.106373,1651449600000
3772,47.790672,7.338558,1649548800000
3773,51.009238,9.935462,1650153600000
3774,50.62291,5.571786,1656374400000
3776,47.077754,15.434812,1651190400000
3777,44.961913,8.278475,1649548800000
3778,51.311849,12.392229,1651017600000
3779,49.857638,8.637862,1650844800000
3780,46.900613,6.78592,1649548800000
3781,48.892451,9.178834,1649721600000
3782,49.324345,8.199691,1649980800000
3783,47.648399,7.822121,1649808000000
3784,49.184994,29.613831,1651363200000
3785,48.245259,10.076718,1649894400000
3786,49.083518,8.50219,1649721600000
3787,45.725574,4.824546,1649548800000
3790,52.267181,4.76683,1649808000000
3791,50.847846,5.769481,1649980800000
3793,54.355316,10.070842,1651190400000
3794,48.177696,16.330713,1619827200000
3797,52.708612,13.139616,1650326400000
3799,50.908967,6.069028,1650153600000
3800,48.836894,12.94014,1649721600000
3801,42.786068,-1.695477,1649548800000
3802,48.993013,12.091697,1649894400000
3803,47.112993,15.54797,1651190400000
3804,48.004393,16.271701,1649635200000
3805,50.135814,8.690036,1650412800000
3806,49.787848,9.907774,1650326400000
3807,49.199299,16.696014,1649289600000
3808,45.725576,4.824125,1649116800000
3809,46.452902,11.462667,1652486400000
3810,47.84333,16.069122,1652486400000
3811,48.801127,9.165264,1649980800000
3813,50.996999,5.900487,1650153600000
3814,47.188396,35.104012,1651190400000
3815,47.017282,15.372535,1619136000000
3816,46.066193,11.236094,1522540800000
3817,42.875347,-3.231595,1649548800000
3818,42.945601,0.961746,1649980800000
3819,39.677863,2.936492,1650585600000
3820,45.544914,4.858818,1649548800000
3821,50.327403,32.490208,1650758400000
3822,51.330647,12.368908,1651104000000
3823,49.497773,9.392104,1649980800000
3824,45.72206,4.822104,1649030400000
3825,50.597301,4.301476,1649721600000
3826,59.918117,10.77283,1621555200000
3827,53.28468,10.72211,1554163200000
3829,50.304548,10.755709,1619395200000
3831,50.044285,6.721144,1649203200000
3832,52.080948,7.314267,1650240000000
3833,51.125313,6.93304,1649548800000
3837,44.89565,2.52232,1399766400000
3838,44.04242,6.87207,1620345600000
3839,44.04184,6.87209,1620345600000
3840,48.7148,2.22867,1524009600000
3841,43.8521,4.332535,1460851200000
3842,58.384824,26.721374,1650153600000
3844,43.6475,11.019,1496620800000
3845,48.1374,16.6962,1461801600000
3846,42.908727,23.788553,1587168000000
3848,48.176703,16.408003,1651449600000
3850,48.215518,16.522885,1617321600000
3853,49.546828,32.690378,1557878400000
3857,43.351819,5.678481,1430870400000
3858,49.203706,8.035315,1461974400000
3859,53.600838,11.46091,1651017600000
3860,48.708416,9.21369,1650585600000
3861,48.20366,16.328048,1651622400000
3862,53.639923,10.410944,1650067200000
3863,51.893082,10.185084,1650240000000
3864,54.317317,10.119198,1651190400000
3865,52.916888,9.214625,1650153600000
3866,51.530713,9.926398,1586649600000
3867,52.344355,9.819689,1651276800000
3876,48.299042,16.210092,1587340800000
3886,49.179663,8.642795,1649980800000
3887,52.455453,13.572542,1651017600000
3888,41.490706,2.271073,1618272000000
3889,45.174648,29.392457,1554681600000
3897,44.61915,6.08956,1617580800000
3902,49.488927,6.182657,1650153600000
3903,51.481455,11.977023,1650067200000
3904,51.517272,10.258383,1650585600000
3905,51.374322,7.138639,1523836800000
3906,51.970886,7.613365,1649894400000
3907,51.090744,13.726834,1649894400000
3908,50.757036,7.001644,1650067200000
3909,49.381172,8.57646,1650067200000
3910,48.293722,11.901808,1650585600000
3911,52.572445,10.788793,1661126400000
3913,51.999387,7.598709,1658275200000
3914,52.271582,10.57978,1652572800000
3916,51.310867,9.836797,1652227200000
3933,51.580098,7.21926,1655510400000
3938,50.962748,11.891861,1650153600000
3948,47.693638,19.046127,1650240000000
3952,49.950645,8.041077,1650844800000
3953,48.540538,2.660987,1649548800000
3955,49.649787,8.786109,1651795200000
3956,49.867279,9.905135,1651104000000
3958,47.80143,9.086106,1650585600000
3961,49.025403,9.342913,1649980800000
3964,51.311535,7.130329,1651536000000
3970,49.542916,8.341184,1649894400000
3979,50.204757,8.382683,1651881600000
3984,51.064972,6.081433,1651104000000
3992,51.325395,6.18531,1651536000000
3999,51.830963,7.080633,1649721600000
4003,50.980025,7.120954,1460246400000
4005,53.561011,9.862118,1556150400000
4007,50.206317,7.499444,1651190400000
4008,43.527367,2.080828,1649894400000
4017,50.810014,8.78175,1651190400000
4021,52.054201,8.558709,1652054400000
4026,52.133496,9.742631,1651190400000
4032,51.44291,9.233671,1651708800000
4034,50.753302,6.076169,1650326400000
4044,51.301429,7.316237,1651536000000
4048,51.653642,7.072155,1650931200000
4050,49.302047,8.648937,1618358400000
4066,49.846818,7.948489,1651104000000
4067,51.76651,9.369161,1650758400000
4075,51.482172,7.220398,1651017600000
4079,48.952553,8.506876,1650585600000
4080,50.038375,8.958557,1650240000000
4094,51.866651,7.738777,1651449600000
4101,51.42914,6.982287,1651881600000
4109,52.574327,9.503694,1650499200000
4114,49.795316,7.753743,1651622400000
4134,49.795308,7.753725,1651622400000
4143,51.396665,7.031893,1651449600000
4147,51.117691,6.909435,1660780800000
4152,51.262216,9.31278,1651104000000
4153,50.123082,8.627166,1651017600000
4154,52.249884,10.65072,1651881600000
4156,50.588122,8.245367,1651881600000
4166,51.596168,9.558092,1651449600000
4167,35.234004,24.629629,1648944000000
4177,51.509214,7.006792,1650499200000
4188,51.193861,6.999275,1649894400000
4189,48.479403,15.789703,1650412800000
4198,51.323262,9.454782,1651449600000
4204,53.64839,9.791029,1586044800000
4205,51.428661,6.982243,1651017600000
4208,51.198437,7.033297,1649980800000
4211,50.33136,8.943107,1650067200000
4215,52.163097,8.849746,1650240000000
4227,35.233113,24.629364,1648944000000
4231,49.904555,8.266507,1651881600000
4232,52.251378,10.915572,1650758400000
4245,53.815557,10.459383,1650844800000
4247,52.260419,10.578602,1650931200000
4266,50.721682,7.113271,1651104000000
4267,52.153805,8.419785,1586476800000
4273,49.867678,8.173015,1650499200000
4282,52.209763,10.0041,1652054400000
4294,48.775244,9.177595,1650499200000
4297,52.562642,13.39967,1554249600000
4298,51.54635,7.229813,1556409600000
4299,50.000678,7.113562,1649721600000
4301,51.242875,7.115756,1649462400000
4302,51.149719,11.810197,1651104000000
4303,48.334225,7.915019,1652486400000
4304,51.565263,7.18519,1652400000000
4306,47.56075,9.709348,1651276800000
4307,51.105507,6.094596,1651708800000
4322,51.480247,7.55902,1651708800000
4323,53.186639,7.61229,1651536000000
